evidence_id,experiment_id,experiment_ids,workstream,integrity_status,scientific_status,claim_eligibility,paper_role,package_path,package_sha256,source_alias,source_relpath,source_sha256,source_hash_basis,transformation,tier
discovery_60run__threshold_crossings_csv__4a92c3e466,01_scale_up,01_scale_up;02_long_token_budget;04_dataset_generalization;12_paper_block4_correction,discovery_regime_map,accepted_compact_analysis,multi_experiment_60_run_regime_map,claim_eligible_with_original_scope,discovery_and_regime_map,results/01_discovery_regime_map/60run/threshold_crossings.csv,c172618bc7c8a46b12847c10ec4d50e68a92228afa3a0668eae6152e301c3e16,results,paper_evidence_20260720/01_core_evidence/60run_local_reference_pipeline/threshold_crossings.csv,c172618bc7c8a46b12847c10ec4d50e68a92228afa3a0668eae6152e301c3e16,observed_after_record_anchor_verification,text_identity,core
discovery_60run__validation_loss_aligned_csv__b5202589a4,01_scale_up,01_scale_up;02_long_token_budget;04_dataset_generalization;12_paper_block4_correction,discovery_regime_map,accepted_compact_analysis,multi_experiment_60_run_regime_map,claim_eligible_with_original_scope,discovery_and_regime_map,results/01_discovery_regime_map/60run/validation_loss_aligned.csv,6b2e9e2a4ffd0f87bdfe4e95aec53b163903b045e41141088ca1f97953f63ed1,results,paper_evidence_20260720/01_core_evidence/60run_local_reference_pipeline/validation_loss_aligned.csv,6b2e9e2a4ffd0f87bdfe4e95aec53b163903b045e41141088ca1f97953f63ed1,observed_after_record_anchor_verification,text_identity,core
ex15_r1_controlled_multiseed__R1_MULTISEED_FACTORIAL_ANALYSIS_20260721_md__e95ee9817a,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/R1_MULTISEED_FACTORIAL_ANALYSIS_20260721.md,8e99e63825bb2b463b4af00ac6e221358dec58cbd53e20591abb21fc3d028d8b,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/R1_MULTISEED_FACTORIAL_ANALYSIS_20260721.md,8e99e63825bb2b463b4af00ac6e221358dec58cbd53e20591abb21fc3d028d8b,observed_after_record_anchor_verification,text_identity,core
ex15_r1_controlled_multiseed__analysis_manifest_json__ddce9c913c,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/analysis_manifest.json,7b5455a0245768e2d04adf134d7b66cbc4d74bf8c9134beb2dc8b9ac0c7f35ab,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/analysis_manifest.json,7b5455a0245768e2d04adf134d7b66cbc4d74bf8c9134beb2dc8b9ac0c7f35ab,selection_anchor,text_identity,core
ex15_r1_controlled_multiseed__data_quality_checks_csv__503b939b2b,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/data_quality_checks.csv,4c6dbe472358c3c8eb116464b889100d5cd4d3bb01402c5a2d838702b0ff90b9,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/data_quality_checks.csv,4c6dbe472358c3c8eb116464b889100d5cd4d3bb01402c5a2d838702b0ff90b9,observed_after_record_anchor_verification,text_identity,core
ex15_r1_controlled_multiseed__r1_multiseed_curve_dominance_csv__af729e00de,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/r1_multiseed_curve_dominance.csv,f3502752e42b9fd4e64ed171027ca29800da681a76c34e6332caeaa37cb45e88,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/r1_multiseed_curve_dominance.csv,f3502752e42b9fd4e64ed171027ca29800da681a76c34e6332caeaa37cb45e88,observed_after_record_anchor_verification,text_identity,core
ex15_r1_controlled_multiseed__r1_multiseed_method_aggregate_csv__f51bcec127,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/r1_multiseed_method_aggregate.csv,4476f55c074964e197d0a3fe645c123696a34bb4a0d1e1cef5d7256478414df3,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/r1_multiseed_method_aggregate.csv,4476f55c074964e197d0a3fe645c123696a34bb4a0d1e1cef5d7256478414df3,observed_after_record_anchor_verification,text_identity,core
ex15_r1_controlled_multiseed__r1_multiseed_paired_deltas_csv__e86b0806b2,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/r1_multiseed_paired_deltas.csv,58f660b6c0a96129b3345c17b2b9076252ce1439029637eb54446c7a0b27ffbf,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/r1_multiseed_paired_deltas.csv,58f660b6c0a96129b3345c17b2b9076252ce1439029637eb54446c7a0b27ffbf,observed_after_record_anchor_verification,text_identity,core
ex15_r1_controlled_multiseed__r1_multiseed_run_summary_csv__dbaabec273,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/r1_multiseed_run_summary.csv,ab91afd37db5559c031ed1ffac5441b57856386e62175d94f3f55b3f2568dcc3,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/r1_multiseed_run_summary.csv,ab91afd37db5559c031ed1ffac5441b57856386e62175d94f3f55b3f2568dcc3,observed_after_record_anchor_verification,text_identity,core
ex15_r1_controlled_multiseed__r1_multiseed_steps_to_loss_csv__c1968e7a91,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/r1_multiseed_steps_to_loss.csv,073e412801c8c3384c862804721d1e11fed8aacb1c9af48e4fc4c41bed78158d,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/r1_multiseed_steps_to_loss.csv,073e412801c8c3384c862804721d1e11fed8aacb1c9af48e4fc4c41bed78158d,observed_after_record_anchor_verification,text_identity,core
ex15_r1_controlled_multiseed__r1_three_seed_factorial_cells_csv__e42cea45dc,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/r1_three_seed_factorial_cells.csv,29bef581a0fa413b36a03af7c5db8682e7d464021e6b46bf95c60139a4cf82f6,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/r1_three_seed_factorial_cells.csv,29bef581a0fa413b36a03af7c5db8682e7d464021e6b46bf95c60139a4cf82f6,observed_after_record_anchor_verification,text_identity,core
ex15_r1_controlled_multiseed__r1_three_seed_factorial_effects_csv__00b707d660,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/r1_three_seed_factorial_effects.csv,ad9587787ce06039b98f52bb05771800b498359a28e3708bf037e864338cdb08,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/r1_three_seed_factorial_effects.csv,ad9587787ce06039b98f52bb05771800b498359a28e3708bf037e864338cdb08,observed_after_record_anchor_verification,text_identity,core
ex15_r1_controlled_multiseed__source_manifest_csv__a14f9df1fa,15_official_newton_muon_r1,15_official_newton_muon_r1,main_quality,accepted,three_seed_controlled_core,claim_eligible,primary_124m_controlled_result,results/02_main_quality/ex15_r1_124m/source_manifest.csv,c40ac30024bab02177b586be95cda985425942fd72562f2794bda56aa3ff8acc,results,15_official_newton_muon_r1/analysis/wandb_20260721_multiseed_factorial/source_manifest.csv,dfe53b5008ff348a1cf187e97224fe479728fcf685378d917d37cf16418778ae,observed_after_record_anchor_verification,submission_sanitized,core
ex17_llama124_multiseed__LLAMA_SWIGLU_MULTISEED_ANALYSIS_20260722_md__7ced228351,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/LLAMA_SWIGLU_MULTISEED_ANALYSIS_20260722.md,7c27820feace337266493804d63fb17955907c06cae99f7902ce822500eedcfa,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/LLAMA_SWIGLU_MULTISEED_ANALYSIS_20260722.md,7c27820feace337266493804d63fb17955907c06cae99f7902ce822500eedcfa,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__analysis_manifest_json__ddce9c913c,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/analysis_manifest.json,e457ea78a27630936395acbda49ef1c4328c34332ce486a568b5fc13d21966f1,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/analysis_manifest.json,e457ea78a27630936395acbda49ef1c4328c34332ce486a568b5fc13d21966f1,selection_anchor,text_identity,core
ex17_llama124_multiseed__architecture_interaction_by_seed_csv__8c97b11029,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/architecture_interaction_by_seed.csv,4aeb946a23c52b5034463fe8b26b13c86effee644c0e462be7c04f8f940c7381,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/architecture_interaction_by_seed.csv,4aeb946a23c52b5034463fe8b26b13c86effee644c0e462be7c04f8f940c7381,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__architecture_interaction_summary_csv__281de834c5,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/architecture_interaction_summary.csv,437c36c3f95f6343f3ce82d728f18c1042f67ab6f4010598d79a1c5b8b64410c,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/architecture_interaction_summary.csv,437c36c3f95f6343f3ce82d728f18c1042f67ab6f4010598d79a1c5b8b64410c,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__data_quality_checks_csv__503b939b2b,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/data_quality_checks.csv,c84e27488f6fa5cc79e10ef382bcbeaf4e00de64b2973ea24bfae7b8699fa9f3,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/data_quality_checks.csv,c84e27488f6fa5cc79e10ef382bcbeaf4e00de64b2973ea24bfae7b8699fa9f3,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__llama_multiseed_fixed_target_summary_csv__ce285d6a23,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/llama_multiseed_fixed_target_summary.csv,c1c7181ad7de5c54af3c5d93593409be51055e7548f6741c815463baeb21c4c6,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/llama_multiseed_fixed_target_summary.csv,c1c7181ad7de5c54af3c5d93593409be51055e7548f6741c815463baeb21c4c6,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__llama_multiseed_mean_validation_curves_csv__579c5da793,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/llama_multiseed_mean_validation_curves.csv,aacbfccc292c20020be9aeb08c03f1f60cb278759130e3ccedeac89361f78a3a,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/llama_multiseed_mean_validation_curves.csv,aacbfccc292c20020be9aeb08c03f1f60cb278759130e3ccedeac89361f78a3a,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__llama_multiseed_method_summary_csv__11e9fb4c27,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/llama_multiseed_method_summary.csv,1599966cbf8cbf5b5138f7e603b1cbf0ae483277324226d744924c7618333429,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/llama_multiseed_method_summary.csv,1599966cbf8cbf5b5138f7e603b1cbf0ae483277324226d744924c7618333429,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__llama_multiseed_pairwise_by_seed_csv__dad49fc5a2,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/llama_multiseed_pairwise_by_seed.csv,d6fae4f85b22c050ea2b5bb8ee9f11f961810568f409d668ca4082f9aab650cd,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/llama_multiseed_pairwise_by_seed.csv,d6fae4f85b22c050ea2b5bb8ee9f11f961810568f409d668ca4082f9aab650cd,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__llama_multiseed_pairwise_summary_csv__4fd857712a,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/llama_multiseed_pairwise_summary.csv,40fc129275d45188786401d9a492cb27a5884e72f4c44a4577e4a7348599d8a0,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/llama_multiseed_pairwise_summary.csv,40fc129275d45188786401d9a492cb27a5884e72f4c44a4577e4a7348599d8a0,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__llama_multiseed_run_summary_csv__14e10fb5b1,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/llama_multiseed_run_summary.csv,249bfdca2e15417fc639b134afa4d7b3ded08a32026987c7b024aab38e26f7d7,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/llama_multiseed_run_summary.csv,249bfdca2e15417fc639b134afa4d7b3ded08a32026987c7b024aab38e26f7d7,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__llama_multiseed_steps_tokens_to_fixed_targets_csv__e4398d91d4,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/llama_multiseed_steps_tokens_to_fixed_targets.csv,47188d81225c9737f355655e30d446623780df4c5d358ebc8ace02d59526a357,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/llama_multiseed_steps_tokens_to_fixed_targets.csv,47188d81225c9737f355655e30d446623780df4c5d358ebc8ace02d59526a357,observed_after_record_anchor_verification,text_identity,core
ex17_llama124_multiseed__source_manifest_csv__a14f9df1fa,17_llama_swiglu_validation,17_llama_swiglu_validation,main_quality,accepted,three_seed_architecture_transfer,descriptive_architecture_evidence_no_prefrozen_equivalence_margin,llama_124m_transfer,results/02_main_quality/ex17_llama_124m/source_manifest.csv,c6c20b64ae1c66b3d1add3c0bbeac51d30e44e9ec739cffb312c82925b08d7ab,results,17_llama_swiglu_validation/analysis/wandb_20260722_multiseed/source_manifest.csv,68e4f052773884945281556ec5630528dc4dff5352b8441675c0cbd1bca1aab9,observed_after_record_anchor_verification,submission_sanitized,core
ex20_llama1b_quality__LLAMA1B_FORMAL6200_MULTISEED_ANALYSIS_20260727_md__e58bba0736,20_llama_swiglu_1b,20_llama_swiglu_1b,main_quality,accepted_compact_analysis_without_checkpoint_payload,three_seed_6200_step_quality,quality_claim_eligible_with_budget_scope_no_checkpoint_replay_claim,llama_1b_quality_and_family_reversal,results/02_main_quality/ex20_llama1b_quality/LLAMA1B_FORMAL6200_MULTISEED_ANALYSIS_20260727.md,5375945b19ce144dd8ba0041bc84330ca9acb058c19bf89e573eb0c44db0dc9a,results,20_llama_swiglu_1b/analysis/formal6200_multiseed_20260727/LLAMA1B_FORMAL6200_MULTISEED_ANALYSIS_20260727.md,5375945b19ce144dd8ba0041bc84330ca9acb058c19bf89e573eb0c44db0dc9a,observed_after_record_anchor_verification,text_identity,core
ex20_llama1b_quality__LOCAL_FORMAL_ARTIFACT_AUDIT_20260727_md__0cdd161e5a,20_llama_swiglu_1b,20_llama_swiglu_1b,main_quality,accepted_compact_analysis_without_checkpoint_payload,three_seed_6200_step_quality,quality_claim_eligible_with_budget_scope_no_checkpoint_replay_claim,llama_1b_quality_and_family_reversal,results/02_main_quality/ex20_llama1b_quality/LOCAL_FORMAL_ARTIFACT_AUDIT_20260727.md,13745fb52007324f09145e151f71404f7c509c7f13b29a96d17b6fec944037c4,results,20_llama_swiglu_1b/analysis/formal6200_multiseed_20260727/LOCAL_FORMAL_ARTIFACT_AUDIT_20260727.md,13745fb52007324f09145e151f71404f7c509c7f13b29a96d17b6fec944037c4,observed_after_record_anchor_verification,text_identity,core
ex20_llama1b_quality__analysis_manifest_json__ddce9c913c,20_llama_swiglu_1b,20_llama_swiglu_1b,main_quality,accepted_compact_analysis_without_checkpoint_payload,three_seed_6200_step_quality,quality_claim_eligible_with_budget_scope_no_checkpoint_replay_claim,llama_1b_quality_and_family_reversal,results/02_main_quality/ex20_llama1b_quality/analysis_manifest.json,420ca8c5847ddf223d92ed4286a79423224f970e550886bd118c3a0f3b6875fa,results,20_llama_swiglu_1b/analysis/formal6200_multiseed_20260727/analysis_manifest.json,420ca8c5847ddf223d92ed4286a79423224f970e550886bd118c3a0f3b6875fa,selection_anchor,text_identity,core
ex20_llama1b_quality__data_quality_checks_csv__503b939b2b,20_llama_swiglu_1b,20_llama_swiglu_1b,main_quality,accepted_compact_analysis_without_checkpoint_payload,three_seed_6200_step_quality,quality_claim_eligible_with_budget_scope_no_checkpoint_replay_claim,llama_1b_quality_and_family_reversal,results/02_main_quality/ex20_llama1b_quality/data_quality_checks.csv,ca0ad91c4b9fa7bb18f52d6a4e3dc5e15cbb23f8bb46620312ce13aedcc395fe,results,20_llama_swiglu_1b/analysis/formal6200_multiseed_20260727/data_quality_checks.csv,ca0ad91c4b9fa7bb18f52d6a4e3dc5e15cbb23f8bb46620312ce13aedcc395fe,observed_after_record_anchor_verification,text_identity,core
ex20_llama1b_quality__final_delta_vs_muon_png__7a9e02ebe0,20_llama_swiglu_1b,20_llama_swiglu_1b,main_quality,accepted_compact_analysis_without_checkpoint_payload,three_seed_6200_step_quality,quality_claim_eligible_with_budget_scope_no_checkpoint_replay_claim,llama_1b_quality_and_family_reversal,results/02_main_quality/ex20_llama1b_quality/final_delta_vs_muon.png,2033bc3fc2e17eb5e1e1a93105329612fedc0bd9c7f823977013b8928e039d56,results,20_llama_swiglu_1b/analysis/formal6200_multiseed_20260727/final_delta_vs_muon.png,2033bc3fc2e17eb5e1e1a93105329612fedc0bd9c7f823977013b8928e039d56,observed_after_record_anchor_verification,binary_identity,core
ex20_llama1b_quality__llama1b_formal_multiseed_method_aggregate_csv__f2e9708341,20_llama_swiglu_1b,20_llama_swiglu_1b,main_quality,accepted_compact_analysis_without_checkpoint_payload,three_seed_6200_step_quality,quality_claim_eligible_with_budget_scope_no_checkpoint_replay_claim,llama_1b_quality_and_family_reversal,results/02_main_quality/ex20_llama1b_quality/llama1b_formal_multiseed_method_aggregate.csv,33625212a97349740f486bd152fac961e8d5571eab27d20a225f312fb27136ef,results,20_llama_swiglu_1b/analysis/formal6200_multiseed_20260727/llama1b_formal_multiseed_method_aggregate.csv,33625212a97349740f486bd152fac961e8d5571eab27d20a225f312fb27136ef,observed_after_record_anchor_verification,text_identity,core
ex20_llama1b_quality__llama1b_formal_multiseed_pairwise_csv__ec86bd36d7,20_llama_swiglu_1b,20_llama_swiglu_1b,main_quality,accepted_compact_analysis_without_checkpoint_payload,three_seed_6200_step_quality,quality_claim_eligible_with_budget_scope_no_checkpoint_replay_claim,llama_1b_quality_and_family_reversal,results/02_main_quality/ex20_llama1b_quality/llama1b_formal_multiseed_pairwise.csv,061e2fb2cc49ba03decec67fd28508f9e83949818f302c266106e6e314ea7bfe,results,20_llama_swiglu_1b/analysis/formal6200_multiseed_20260727/llama1b_formal_multiseed_pairwise.csv,061e2fb2cc49ba03decec67fd28508f9e83949818f302c266106e6e314ea7bfe,observed_after_record_anchor_verification,text_identity,core
ex20_llama1b_quality__llama1b_formal_multiseed_pairwise_aggregate_csv__3719bd5b63,20_llama_swiglu_1b,20_llama_swiglu_1b,main_quality,accepted_compact_analysis_without_checkpoint_payload,three_seed_6200_step_quality,quality_claim_eligible_with_budget_scope_no_checkpoint_replay_claim,llama_1b_quality_and_family_reversal,results/02_main_quality/ex20_llama1b_quality/llama1b_formal_multiseed_pairwise_aggregate.csv,5cd7729666e07ca1c8aacd3875427712f85e67fa281d429bb8ffa0a81cb264aa,results,20_llama_swiglu_1b/analysis/formal6200_multiseed_20260727/llama1b_formal_multiseed_pairwise_aggregate.csv,5cd7729666e07ca1c8aacd3875427712f85e67fa281d429bb8ffa0a81cb264aa,observed_after_record_anchor_verification,text_identity,core
